,cve_entidad,desc_entidad,cve_municipio,desc_municipio,id_indicador,indicador,año,valor,unidad_medida
0,11,Guanajuato,0,Estatal,1002000030,Defunciones generales,1994,20798.0,Defunciones
1,11,Guanajuato,0,Estatal,1002000030,Defunciones generales,1995,21482.0,Defunciones
2,11,Guanajuato,0,Estatal,1002000030,Defunciones generales,1996,21469.0,Defunciones
3,11,Guanajuato,0,Estatal,1002000030,Defunciones generales,1997,21492.0,Defunciones
4,11,Guanajuato,0,Estatal,1002000030,Defunciones generales,1998,21759.0,Defunciones
5,11,Guanajuato,0,Estatal,1002000030,Defunciones generales,1999,21753.0,Defunciones
6,11,Guanajuato,0,Estatal,1002000030,Defunciones generales,2000,21401.0,Defunciones
7,11,Guanajuato,0,Estatal,1002000030,Defunciones generales,2001,20375.0,Defunciones
8,11,Guanajuato,0,Estatal,1002000030,Defunciones generales,2002,22285.0,Defunciones
9,11,Guanajuato,0,Estatal,1002000030,Defunciones generales,2003,22493.0,Defunciones
10,11,Guanajuato,0,Estatal,1002000030,Defunciones generales,2004,22237.0,Defunciones
11,11,Guanajuato,0,Estatal,1002000030,Defunciones generales,2005,23402.0,Defunciones
12,11,Guanajuato,0,Estatal,1002000030,Defunciones generales,2006,22973.0,Defunciones
13,11,Guanajuato,0,Estatal,1002000030,Defunciones generales,2007,23664.0,Defunciones
14,11,Guanajuato,0,Estatal,1002000030,Defunciones generales,2008,25104.0,Defunciones
15,11,Guanajuato,0,Estatal,1002000030,Defunciones generales,2009,25422.0,Defunciones
16,11,Guanajuato,0,Estatal,1002000030,Defunciones generales,2010,27132.0,Defunciones
17,11,Guanajuato,0,Estatal,1002000030,Defunciones generales,2011,26550.0,Defunciones
18,11,Guanajuato,0,Estatal,1002000030,Defunciones generales,2012,27454.0,Defunciones
19,11,Guanajuato,0,Estatal,1002000030,Defunciones generales,2013,28657.0,Defunciones
20,11,Guanajuato,0,Estatal,1002000030,Defunciones generales,2014,29474.0,Defunciones
21,11,Guanajuato,0,Estatal,1002000030,Defunciones generales,2015,30170.0,Defunciones
22,11,Guanajuato,0,Estatal,1002000030,Defunciones generales,2016,32202.0,Defunciones
23,11,Guanajuato,0,Estatal,1002000030,Defunciones generales,2017,34794.0,Defunciones
24,11,Guanajuato,0,Estatal,1002000030,Defunciones generales,2018,35880.0,Defunciones
25,11,Guanajuato,0,Estatal,1002000030,Defunciones generales,2019,37347.0,Defunciones
26,11,Guanajuato,0,Estatal,1002000030,Defunciones generales,2020,51677.0,Defunciones
27,11,Guanajuato,0,Estatal,1002000030,Defunciones generales,2021,56279.0,Defunciones
28,11,Guanajuato,0,Estatal,1002000031,Defunciones generales hombres,1994,11502.0,Defunciones
29,11,Guanajuato,0,Estatal,1002000031,Defunciones generales hombres,1995,11648.0,Defunciones
30,11,Guanajuato,0,Estatal,1002000031,Defunciones generales hombres,1996,11768.0,Defunciones
31,11,Guanajuato,0,Estatal,1002000031,Defunciones generales hombres,1997,11760.0,Defunciones
32,11,Guanajuato,0,Estatal,1002000031,Defunciones generales hombres,1998,11794.0,Defunciones
33,11,Guanajuato,0,Estatal,1002000031,Defunciones generales hombres,1999,11900.0,Defunciones
34,11,Guanajuato,0,Estatal,1002000031,Defunciones generales hombres,2000,11784.0,Defunciones
35,11,Guanajuato,0,Estatal,1002000031,Defunciones generales hombres,2001,10988.0,Defunciones
36,11,Guanajuato,0,Estatal,1002000031,Defunciones generales hombres,2002,11958.0,Defunciones
37,11,Guanajuato,0,Estatal,1002000031,Defunciones generales hombres,2003,12093.0,Defunciones
38,11,Guanajuato,0,Estatal,1002000031,Defunciones generales hombres,2004,12034.0,Defunciones
39,11,Guanajuato,0,Estatal,1002000031,Defunciones generales hombres,2005,12578.0,Defunciones
40,11,Guanajuato,0,Estatal,1002000031,Defunciones generales hombres,2006,12436.0,Defunciones
41,11,Guanajuato,0,Estatal,1002000031,Defunciones generales hombres,2007,12873.0,Defunciones
42,11,Guanajuato,0,Estatal,1002000031,Defunciones generales hombres,2008,13793.0,Defunciones
